Code;Commutator code ;Electric Diagram ;Name;Volume (market);Brand;Cluster Description;Eprel Clusters;Controller;Function Type;Type;Buffle ;Insulation Code ;Insulation Desc.;Type of Lamps ;Lamp Code ;Lamp Power ;Upper Resistance ;Upper Heater Power;Upper Heater Surface Load ;Lower Resistance;Lower Heater Power;Lower Heater  Surface Load ;Cavity Resistance Code;Cavity Heater Power;Cavity Heater Surface Load ;Cooling Fan;Cooling Fan Power ;Cavity Fan;Cavity Fan Power ;Turnspit;Number of glass;Cavity Type ;Ventilation Channel ;ECO Program ;Chimney
33703183;42837376;42827049;HOC3T3058BI;;Hoover;HALINO CATA;HOF4050WA/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;N
33703184;ECO Program ;ECO Program ;HOC3T3058BI ;;Hoover;HALINO CATA;FCEX65WIFI;E0 White;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;Yes;N
33703187;42827132;42827049;HON602X/E/1;340;Hoover;HALINO CATA;HON602X/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703193;42837376;42827049;HOC3U3158IN/;;Hoover;HALINO CATA;FCP625X/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;N
33703194;42837376;42827049;HOC3U3058IN/;;Hoover;HALINO CATA;HOC3U3058IN/1;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;N
33703220;42827819;42827049;HOC3T3058BI/;;Hoover;HALINO CATA;HOC3U3058IN/1;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;N
33703221;ECO Program ;ECO Program ;HOC3T3058BI ;;Hoover;HALINO CATA;FCEX65WIFI;E0 White;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;Yes;N
33703224;42837376;42827049;HOT3051BI/E;;Hoover;HALINO CATA;FCS 605 X/E;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703225;42837376;42827049;HOT3051WI/E;;Hoover;HALINO CATA;FCS 605 X/E;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703240;42837376;42827049;HOC3U3168IN/;;Hoover;HALINO CATA;FCP625X/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703282;42827132;42827049;HOC3E1158IN/;;Hoover;HALINO CATA;RFCS3150IN;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;N
33702237;ECO Program ;ECO Program ;HOT3161BI WI;250;Hoover;HALINO CATA;FCP825XL E0/E;E0 White;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33703147;ECO Program ;ECO Program ;HOC3UB3158BI;580;Hoover;HALINO CATA;HORT3181BI WIFI;E0 White;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33703176;ECO Program ;ECO Program ;HOC3H3158IN ;40;Hoover;HALINO CATA;HORT3181BI WIFI;E0 White;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33703128;ECO Program ;ECO Program ;HOC3E3358IN ;80;Hoover;HALINO CATA;FCP815X E0/E;E0 White;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;Yes;N
33703130;42837376;42827049;HOC3E3358IN;170;Hoover;HALINO CATA;FCP625X/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Switch Protection ;No;N
33703146;42837376;42827049;HOC3BF3258IN;410;Hoover;HALINO CATA;HOC3BF3058IN;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33703171;42837376;42827049;HOC3B3258IN;40;Hoover;HALINO CATA;HOC3BF3058IN;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;N
33703182;42837376;42827049;HOC3T3258BI;;Hoover;HALINO CATA;HOC3BF3058IN;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;N
33702391;70004134;42828557;HON100X/E;660;Hoover;HALINO CATA;;No timer (2 knobs);Static;MR07;No Buffle;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702145;42814656;41011130;ZFFS100N/E;50;Zerowatt;HALINO CATA;FCS100N/E;No timer (2 knobs);Static;MN07;No Buffle;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42825246;1000W;3.86 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702146;70004133;42828538;ZFFS302NX/E;3100;Zerowatt;HALINO CATA;FCP502X/E;Mechanical Minute Minder 60';Fan Assisted;MN07;New ECO;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702253;42827844;42831923;BOFMU604X/E;1200;Baumatic;HALINO CATA;FCP405N/E;Mechanical End of Cooking 120';Fan oven;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;Fan oven ;Fan oven ;-;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702254;42827844;42827843;BOFTU604X/E;1070;Baumatic;HALINO CATA;FCP405N/E;Timer Touch;Fan oven;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;Fan oven ;Fan oven ;-;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702255;42827053;42827052;BOMTU608X/E;330;Baumatic;HALINO CATA;FCP605XL/E;Timer Touch;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702256;42827844;42831923;BOFMU604B/E;500;Baumatic;HALINO CATA;FCP405N/E;Mechanical End of Cooking 120';Fan oven;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;Fan oven ;Fan oven ;-;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703060;42827053;42827052;HOD-PM08VGBX;1120;Haier;HALINO CATA;;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42820055;15W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;2 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703203;42827053;42827052;HWO60S7MX2;;Haier;HALINO CATA;;Mechanic Timer 50;Multifunction;MR08;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42820055;15W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703204;42837376;42835879;HWO60S4LMB2;;Haier;HALINO CATA;;Mechanic Timer 50;Fan Oven;MR08;New ECO;42827761;Brown (18 kg/m3 , 30 mm);1 Back;42820055;15W;42825239;1100W(internal)+1100W(external);4.76 W/cm2 - 4.99 W/cm2 ;Fan oven ;Fan oven ;-;42814311;2200W;6.7 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703058;42837376;42827049;HOD-PF08TGB;2020;Haier;HALINO CATA;;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42820055;15W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703059;42827053;42827049;HOD-PM08TGB;1700;Haier;HALINO CATA;;Timer Touch;Multifunction;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42820055;15W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703029;42814630;42816131;LAM3213;23460;LAMONA;HALINO CATA;;No timer (2 knobs);Static;MR07;No Buffle;42827761;Brown (18 kg/m3 , 30 mm);1 Back;42820055;15W;42825239;1100W(internal)+1100W(external);4.76 W/cm2 - 4.99 W/cm2 ;42827837;1100W;2.35 W/cm2;;;;42822091;12W;;;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702287;42827132;42827049;DOC 62 M OA/;830;Dominox;HALINO CATA;;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702288;42827132;42827049;DOC 62 M AN/;;Dominox;HALINO CATA;;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702289;42837376;42827052;XO6200/E;;Scandomestic;HALINO CATA;;Timer Touch;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702290;42837376;42827049;XO5200/E;;Scandomestic;HALINO CATA;;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702291;42827819;42827049;AEF6175B01/E;;Esty;HALINO CATA;;6 Button Timer;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702292;42827819;42827049;AEF6175W01/E;;Esty;HALINO CATA;;6 Button Timer;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702293;42827818;42827049;AEF6174B01/E;;Esty;HALINO CATA;;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702294;42837377;42827049;AEF6174W01/E;;Esty;HALINO CATA;;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702296;42827053;42827052;XO6400/E;;Scandomestic;HALINO CATA;;Timer Touch;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702299;42827818;42827049;BO6007X04;;Silverline;HALINO CATA;;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702302;42827818;42827049;BO6191B03;;Silverline;HALINO CATA;;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702303;42837376;42827049;BO6007X05;;Silverline;HALINO CATA;;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702932;42837376;42827049;FNP615X;1530;Neue;HALINO CATA;FCP625X/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702933;42837376;42827049;FNP600X;1740;Neue;HALINO CATA;FCS 605 X/E;No timer (2 knobs);Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702963;42827053;42827052;XO6400-1;;Scandomestic;HALINO CATA;;Timer Touch;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702964;42827819;42827049;XO5200-1;790;Scandomestic;HALINO CATA;;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702965;42827053;42827052;XO6200-1;300;Scandomestic;HALINO CATA;;Timer Touch;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703030;42814637;42814129;LAM3409;23400;LAMONA;HALINO CATA;;Timer Touch;Fan Oven;MR07;New ECO;42827761;Brown (18 kg/m3 , 30 mm);1 Back;42820055;15W;42825239;1100W(internal)+1100W(external);4.76 W/cm2 - 4.99 W/cm2 ;Fan oven ;Fan oven ;-;42814311;2200W;6.7 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703051;42827132;42827049;GBMI6701XABG;;GE;HALINO CATA;;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42820055;15W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;2 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703079;42830813;42825354;LAM3801;1090;LAMONA;HALINO CATA;;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42820055;15W;42825244;1800W;5,13 W/cm2;42830902;1050W(external)+450W(internal);5.18 W/cm2-3.6 W/cm2;42825300;1800W;5.53 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703259;42814637;42814129;LAM3410;;LAMONA;HALINO CATA;;Timer Touch;Fan Oven;MR07;New ECO;42827761;Brown (18 kg/m3 , 30 mm);1 Back;42820055;15W;42825239;1100W(internal)+1100W(external);4.76 W/cm2 - 4.99 W/cm2 ;Fan oven ;Fan oven ;-;42814311;2200W;6.7 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703260;42814637;42814129;LAM3411;;LAMONA;HALINO CATA;;Timer Touch;Fan Oven;MR07;New ECO;42827761;Brown (18 kg/m3 , 30 mm);1 Back;42820055;15W;42825239;1100W(internal)+1100W(external);4.76 W/cm2 - 4.99 W/cm2 ;Fan oven ;Fan oven ;-;42814311;2200W;6.7 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703262;42830813;42825354;LAM3802;;LAMONA;HALINO CATA;;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42820055;15W;42825244;1800W;5,13 W/cm2;42830902;1050W(external)+450W(internal);5.18 W/cm2-3.6 W/cm2;42825300;1800W;5.53 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703269;42837376;42827049;XO 5201;;Scandomestic;HALINO CATA;;No timer (2 knobs);Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703297;42837376;42827049;FCT602N/E;;Candy;HALINO CATA;FCP605NXL/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703298;42837377;42827049;FCP502N/E/1;;Candy;HALINO CATA;FCS 605 X/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703299;42837376;42827049;FCP502W/E/1;;Candy;HALINO CATA;FCS 605 X/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703300;42837376;42827049;FCT625NXL/E;;Candy;HALINO CATA;FCP625XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703301;42837376;42827049;FCT625WXL/E;;Candy;HALINO CATA;FCP625XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703302;42837377;42827049;FCP52X/E/1;;Candy;HALINO CATA;FCP605NXL/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
